Name,Type,RA,Dec,Const,MajAx,MinAx,V-Mag,M,NGC,IC,Common names,Name catalog,Name number (with zeros),Name normalized,IC name,M name,Name number,Catalog,Name_MIKE,Name (no leading zero),Name (final),NGC/ID,Type_MIKE,Common Name,Mag,RA_MIKE,Dec_MIKE,Width ('),Height ('),IC_MIKE,IC name_MIKE,NGC_MIKE,NGC name,mike,CONST.,NGC DESIGNATION,OTHER NAME(S),R.A.,DEC.,MAG_500,MAX SZ,MIN SZ,Name catalog_500,Name number_500,Types_OpenNGC,Best_500,Notes
NGC0896,Neb,02:25:27.82,+62:01:09.7,Cas,10.0,10.0,,,,,,NGC,0896,NGC 896,,,896.0,NGC,NGC 896,NGC 896,NGC 896,896,Nb,,,02:24:48,61.9,27.0,27.0,,,896.0,NGC 896,True,,,,,,,,,,,,,large_dso
ESO356-004,G,02:39:59.33,-34:26:57.1,For,12.88,10.47,7.4,,,,Fornax Dwarf Spheroidal,ESO,356,ESO 356,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
H20,OCl,19:53:06.0,+18:20:00,Sge,5.1,,7.7,,,,,H,20,H 20,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
H21,OCl,23:54:13.2,+61:44:24,Cas,1.8,,9.0,,,,,H,21,H 21,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
H05,OCl,12:27:16.0,-60:46:42,Cru,6.0,,7.1,,,,,H,05,H 5,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC0127,G,01:29:47.61,-06:58:48.2,Cet,1.69,0.45,9.2,,,,,IC,0127,IC 127,IC 127,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC1442,OCl,22:16:01.33,+53:59:28.8,Lac,4.2,,9.1,,,,,IC,1442,IC 1442,IC 1442,,1442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC2157,OCl,06:04:47.58,+24:04:15.7,Gem,2.7,,8.4,,,,,IC,2157,IC 2157,IC 2157,,2157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC2395,OCl,08:42:30.11,-48:09:02.0,Vel,6.0,,4.6,,,,,IC,2395,IC 2395,IC 2395,,2395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC2488,OCl,09:27:38.23,-57:00:25.0,Vel,7.2,,7.4,,,,,IC,2488,IC 2488,IC 2488,,2488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC2581,OCl,10:27:29.15,-57:37:02.3,Car,6.0,,4.3,,,,,IC,2581,IC 2581,IC 2581,,2581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC2714,OCl,11:17:27.35,-62:43:30.4,Car,7.2,,8.2,,,,,IC,2714,IC 2714,IC 2714,,2714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC4291,OCl,13:36:56.41,-62:05:35.2,Cen,5.1,,9.7,,,,,IC,4291,IC 4291,IC 4291,,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC4499,GCl,15:00:19.25,-82:12:48.6,Aps,5.1,,8.56,,,,,IC,4499,IC 4499,IC 4499,,4499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC4651,OCl,17:24:49.14,-49:56:17.7,Ara,9.6,,6.9,,,,,IC,4651,IC 4651,IC 4651,,4651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC4703,Neb,18:18:56.22,-13:50:43.4,Se2,5.05,5.05,6.0,,,,"Eagle Nebula,Star Queen",IC,4703,IC 4703,IC 4703,,4703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC4996,OCl,20:16:33.27,+37:33:19.0,Cyg,6.0,,7.3,,,,,IC,4996,IC 4996,IC 4996,,4996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
IC5146,Cl+N,21:53:28.76,+47:16:00.9,Cyg,10.0,10.0,7.2,,,,Cocoon Nebula,IC,5146,IC 5146,IC 5146,,5146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1952,SNR,05:34:31.97,+22:00:52.1,Tau,8.0,4.0,8.4,1,,,Crab Nebula,M,1952,M 1,,,1.0,,,,,,,,,,,,,,,,,,Tau,NGC1952,M1 CRAB NEBULA,05 34.5,+22 01,8.4,8.0,4.0,M,1.0,SNR,True,small_dso
NGC4321,G,12:22:54.83,+15:49:18.5,Com,6.1,5.62,9.47,100,,,,M,4321,M 100,,,100.0,,,,,,,,,,,,,,,,,,Com,NGC4321,M100 THE MIRROR GALAXY,12 22.9,+15 49,9.4,7.5,6.1,M,100.0,G,True,small_dso
NGC0581,OCl,01:33:21.81,+60:39:28.8,Cas,4.5,,7.4,103,,,,M,0581,M 103,,,103.0,,,,,,,,,,,,,,,,,,Cas,NGC581,M103,01 33.4,+60 39,7.4,6.0,6.0,M,103.0,OCl,True,small_dso
NGC4594,G,12:39:59.43,-11:37:23.0,Vir,8.45,4.91,8.59,104,,,Sombrero Galaxy,M,4594,M 104,,,104.0,,,,,,,,,,,,,,,,,,Vir,NGC4594,M104 SOMBRERO GALAXY,12 40.0,-11 37,8,8.6,4.2,M,104.0,G,True,small_dso
NGC3379,G,10:47:49.59,+12:34:53.8,Leo,4.89,4.25,9.27,105,,,,M,3379,M 105,,,105.0,,,,,,,,,,,,,,,,,,Leo,NGC3379,M105,10 47.8,+12 35,9.3,5.3,4.8,M,105.0,G,True,small_dso
NGC6171,GCl,16:32:31.92,-13:03:13.1,Oph,7.8,,8.85,107,,,,M,6171,M 107,,,107.0,,,,,,,,,,,,,,,,,,Oph,NGC6171,"M107, THE CRUCIFIX CLUSTER",16 32.5,-13 03,7.8,13.0,13.0,M,107.0,GCl,True,small_dso
NGC3556,G,11:11:30.97,+55:40:26.8,UMa,3.98,1.66,10.05,108,,,,M,3556,M 108,,,108.0,,,,,,,,,,,,,,,,,,Uma,NGC3556,M108,11 11.5,+55 40,10,8.6,2.4,M,108.0,G,True,small_dso
NGC3992,G,11:57:35.98,+53:22:28.3,UMa,8.07,5.64,9.88,109,,,,M,3992,M 109,,,109.0,,,,,,,,,,,,,,,,,,Uma,NGC3992,M109,11 57.6,+53 22,9.8,7.5,4.4,M,109.0,G,True,small_dso
NGC6705,OCl,18:51:05.99,-06:16:12.1,Sct,9.0,,5.8,11,,,"Amas de l'Ecu de Sobieski,Wild Duck Cluster",M,6705,M 11,,,11.0,,,,,,,,,,,,,,,,,,Sct,NGC6705,M11 WILD DUCK CLUSTER,18 51.1,-06 16,5.8,11.0,11.0,M,11.0,OCl,True,small_dso
NGC6613,OCl,18:19:58.49,-17:06:07.1,Sgr,6.0,,6.9,18,,,,M,6613,M 18,,,18.0,,,,,,,,,,,,,,,,,,Sgr,NGC6613,M18 BLACK SWAN CLUSTER,18 20.0,-17 06,6.9,7.0,7.0,M,18.0,OCl,True,small_dso
NGC6694,OCl,18:45:18.66,-09:23:01.0,Sct,6.0,,8.87,26,,,,M,6694,M 26,,,26.0,,,,,,,,,,,,,,,,,,Sct,NGC6694,M26,18 45.2,-09 23,8,10.0,10.0,M,26.0,OCl,True,small_dso
NGC6853,PN,19:59:36.38,+22:43:15.7,Vul,6.7,,7.4,27,,,Dumbbell Nebula,M,6853,M 27,,,27.0,,,,,,,,,,,,,,,,,,Vul,NGC6853,M27 DUMBBELL NEBULA,19 59.6,+22 43,7.3,8.0,5.67,M,27.0,PN,True,small_dso
NGC6626,GCl,18:24:32.89,-24:52:11.4,Sgr,5.1,,6.9,28,,,,M,6626,M 28,,,28.0,,,,,,,,,,,,,,,,,,Sgr,NGC6626,M28,18 24.5,-24 52,6.9,13.8,13.8,M,28.0,GCl,True,small_dso
NGC6913,OCl,20:23:57.77,+38:30:27.6,Cyg,3.6,,6.6,29,,,,M,6913,M 29,,,29.0,,,,,,,,,,,,,,,,,,Cyg,NGC6913,M29/Cooling Tower Cluster,20 24.1,+38 30,6.6,10.0,10.0,M,29.0,OCl,True,small_dso
NGC7099,GCl,21:40:22.02,-23:10:44.7,Cap,9.0,,7.1,30,,,,M,7099,M 30,,,30.0,,,,,,,,,,,,,,,,,,Cap,NGC7099,M30 JELLYFISH CLUSTER,21 40.4,-23 11,6.9,12.0,12.0,M,30.0,GCl,True,small_dso
NGC0221,G,00:42:41.83,+40:51:55.0,And,7.74,4.86,8.13,32,,,,M,0221,M 32,,,32.0,,,,,,,,,,,,,,,,,,And,NGC221,M32,00 42.7,+40 52,8.1,8.5,6.5,M,32.0,G,True,small_dso
NGC1960,OCl,05:36:17.74,+34:08:26.7,Aur,7.2,,6.0,36,,,,M,1960,M 36,,,36.0,,,,,,,,,,,,,,,,,,Aur,NGC1960,M36,05 36.3,+34 08,6,10.0,10.0,M,36.0,OCl,True,small_dso
NGC4472,G,12:29:46.76,+08:00:01.7,Vir,10.21,8.38,8.28,49,,,,M,4472,M 49,,,49.0,,,,,,,,,,,,,,,,,,Vir,NGC4472,M49,12 29.8,+08 00,8.4,9.8,8.2,M,49.0,G,True,small_dso
NGC5194,G,13:29:52.71,+47:11:42.6,CVn,13.71,11.67,8.36,51,,,Whirlpool Galaxy,M,5194,M 51,,,51.0,,,,,,,,,,,,,,,,,,Cvn,NGC5194,M51 The Whirlpool galaxy,13 29.9,+47 12,8.4,10.8,6.6,M,51.0,G,True,small_dso
NGC5024,GCl,13:12:55.23,+18:10:08.8,Com,9.0,,7.79,53,,,,M,5024,M 53,,,53.0,,,,,,,,,,,,,,,,,,Com,NGC5024,M53,13 12.9,+18 10,7.7,13.0,13.0,M,53.0,GCl,True,small_dso
NGC6715,GCl,18:55:03.27,-30:28:42.6,Sgr,5.1,,7.7,54,,,,M,6715,M 54,,,54.0,,,,,,,,,,,,,,,,,,Sgr,NGC6715,M54,18 55.1,-30 29,7.7,12.0,12.0,M,54.0,GCl,True,small_dso
NGC6779,GCl,19:16:35.51,+30:11:04.2,Lyr,5.8,,8.4,56,,,,M,6779,M 56,,,56.0,,,,,,,,,,,,,,,,,,Lyr,NGC6779,M56,19 16.6,+30 11,8.4,8.8,8.8,M,56.0,GCl,True,small_dso
NGC6720,PN,18:53:35.01,+33:01:42.9,Lyr,1.27,,8.8,57,,,Ring Nebula,M,6720,M 57,,,57.0,,,,,,,,,,,,,,,,,,Lyr,NGC6720,M57 RING NEBULA,18 53.6,+33 02,9.4,1.43,1.03,M,57.0,PN,True,small_dso
NGC4621,G,12:42:02.24,+11:38:49.3,Vir,4.55,3.21,9.56,59,,,,M,4621,M 59,,,59.0,,,,,,,,,,,,,,,,,,Vir,NGC4621,M59,12 42.0,+11 39,9.6,5.3,4.0,M,59.0,G,True,small_dso
NGC4649,G,12:43:39.98,+11:33:09.7,Vir,6.78,5.45,8.79,60,,,,M,4649,M 60,,,60.0,,,,,,,,,,,,,,,,,,Vir,NGC4649,M60,12 43.7,+11 33,8.8,7.6,6.2,M,60.0,G,True,small_dso
NGC5055,G,13:15:49.33,+42:01:45.4,CVn,11.83,7.16,8.61,63,,,Sunflower Galaxy,M,5055,M 63,,,63.0,,,,,,,,,,,,,,,,,,Cvn,NGC5055,M63 SUNFLOWER GALAXY,13 15.8,+42 02,8.6,12.6,7.5,M,63.0,G,True,small_dso
NGC4826,G,12:56:43.64,+21:40:58.7,Com,10.52,5.33,8.52,64,,,"Black Eye Galaxy,Evil Eye Galaxy",M,4826,M 64,,,64.0,,,,,,,,,,,,,,,,,,Com,NGC4826,M64 BLACK EYE GALAXY/SLEEPING BEAUTY GAL.,12 56.7,+21 41,8.5,10.3,5.0,M,64.0,G,True,small_dso
NGC3623,G,11:18:55.92,+13:05:32.5,Leo,7.64,1.97,9.32,65,,,Leo Triplet,M,3623,M 65,,,65.0,,,,,,,,,,,,,,,,,,Leo,NGC3623,M65/The Trio in Leo,11 18.9,+13 05,9.3,9.0,2.3,M,65.0,G,True,small_dso
NGC3627,G,11:20:14.96,+12:59:29.5,Leo,10.28,4.61,8.92,66,,,,M,3627,M 66,,,66.0,,,,,,,,,,,,,,,,,,Leo,NGC3627,M66/The Trio in Leo,11 20.2,+13 00,8.9,9.1,4.1,M,66.0,G,True,small_dso
NGC4590,GCl,12:39:28.01,-26:44:34.9,Hya,6.6,,7.96,68,,,,M,4590,M 68,,,68.0,,,,,,,,,,,,,,,,,,Hya,NGC4590,M68,12 39.5,-26 45,7.3,11.0,11.0,M,68.0,GCl,True,small_dso
NGC6637,GCl,18:31:23.23,-32:20:52.7,Sgr,5.7,,8.31,69,6634,,,M,6637,M 69,,,69.0,,,,,,,,,,,,,,,,,,Sgr,NGC6637,M69,18 31.4,-32 21,7.7,9.8,9.8,M,69.0,GCl,True,small_dso
NGC6681,GCl,18:43:12.64,-32:17:30.8,Sgr,6.6,,9.06,70,,,,M,6681,M 70,,,70.0,,,,,,,,,,,,,,,,,,Sgr,NGC6681,M70,18 43.2,-32 18,7.8,8.0,8.0,M,70.0,GCl,True,small_dso
NGC6838,GCl,19:53:46.11,+18:46:42.2,Sge,6.9,,6.1,71,6839,,,M,6838,M 71,,,71.0,,,,,,,,,,,,,,,,,,Sge,NGC6838,M71 ANGELFISH CLUSTER (ARROWHEAD),19 53.8,+18 47,8.4,6.1,6.1,M,71.0,GCl,True,small_dso
NGC6981,GCl,20:53:27.91,-12:32:13.4,Aqr,4.5,,8.96,72,,,,M,6981,M 72,,,72.0,,,,,,,,,,,,,,,,,,Aqr,NGC6981,M72,20 53.5,-12 32,9.2,6.6,6.6,M,72.0,GCl,True,small_dso
NGC0628,G,01:36:41.75,+15:47:01.2,Psc,9.89,9.33,9.31,74,,,,M,0628,M 74,,,74.0,,,,,,,,,,,,,,,,,,Psc,NGC628,M74 PHANTOM GALAXY,01 36.7,+15 47,9.4,10.0,9.4,M,74.0,G,True,small_dso
NGC6864,GCl,20:06:04.84,-21:55:20.0,Sgr,3.6,,8.26,75,,,,M,6864,M 75,,,75.0,,,,,,,,,,,,,,,,,,Sgr,NGC6864,M75,20 06.1,-21 55,8.6,6.8,6.8,M,75.0,GCl,True,small_dso
NGC1068,G,02:42:40.71,-00:00:47.8,Cet,6.11,5.61,9.29,77,,,,M,1068,M 77,,,77.0,,,,,,,,,,,,,,,,,,Cet,NGC1068,M77,02 42.7,-00 01,8.9,7.3,6.3,M,77.0,G,True,small_dso
NGC2068,RfN,05:46:45.82,+00:04:45.5,Ori,4.5,,8.0,78,,,,M,2068,M 78,,,78.0,,,,,,,,,,,,,,,,,,Ori,NGC2068,M78 CASPER THE FRIENDLY GHOST,05 46.8,+00 05,8,8.0,6.0,M,78.0,Neb,True,small_dso
NGC1904,GCl,05:24:10.59,-24:31:27.2,Lep,7.2,,8.16,79,,,,M,1904,M 79,,,79.0,,,,,,,,,,,,,,,,,,Lep,NGC1904,M79,05 24.2,-24 31,7.7,9.6,9.6,M,79.0,GCl,True,small_dso
NGC6093,GCl,16:17:02.51,-22:58:30.4,Sco,5.7,,7.3,80,,,,M,6093,M 80,,,80.0,,,,,,,,,,,,,,,,,,Sco,NGC6093,M80            ,16 17.0,-22 59,7.3,5.1,5.1,M,80.0,GCl,True,small_dso
NGC3034,G,09:55:52.73,+69:40:45.8,UMa,10.99,5.11,8.3,82,,,Cigar Galaxy,M,3034,M 82,,,82.0,,,,,,,,,,,,,,,,,,Uma,NGC3034,M82 CIGAR GALAXY,09 55.9,+69 41,8.4,10.5,5.1,M,82.0,G,True,small_dso
NGC5236,G,13:37:00.95,-29:51:55.5,Hya,13.61,13.21,7.21,83,,,Southern Pinwheel Galaxy,M,5236,M 83,,,83.0,,,,,,,,,,,,,,,,,,Hya,NGC5236,"M83 SEASHELL GALAXY, SOUTHERN PINWHEEL",13 37.0,-29 52,7.5,13.1,12.2,M,83.0,G,True,small_dso
NGC4374,G,12:25:03.74,+12:53:13.1,Vir,7.41,6.44,9.79,84,,,,M,4374,M 84,,,84.0,,,,,,,,,,,,,,,,,,Vir,NGC4374,M84,12 25.1,+12 53,9.1,6.7,6.0,M,84.0,G,True,small_dso
NGC4382,G,12:25:24.11,+18:11:29.4,Com,6.95,5.35,9.05,85,,,,M,4382,M 85,,,85.0,,,,,,,,,,,,,,,,,,Com,NGC4382,M85,12 25.4,+18 11,9.1,7.4,5.9,M,85.0,G,True,small_dso
NGC4406,G,12:26:11.74,+12:56:46.4,Vir,11.53,8.43,8.86,86,,,,M,4406,M 86,,,86.0,,,,,,,,,,,,,,,,,,Vir,NGC4406,M86,12 26.2,+12 57,8.9,9.8,6.3,M,86.0,G,True,small_dso
NGC4486,G,12:30:49.42,+12:23:28.0,Vir,7.11,6.67,9.0,87,,,Virgo Galaxy,M,4486,M 87,,,87.0,,,,,,,,,,,,,,,,,,Vir,NGC4486,M87,12 30.8,+12 23,8.6,8.7,6.6,M,87.0,G,True,small_dso
NGC6333,GCl,17:19:11.78,-18:30:58.5,Oph,6.9,,8.42,9,,,,M,6333,M 9,,,9.0,,,,,,,,,,,,,,,,,,Oph,NGC6333,M9,17 19.2,-18 31,7.8,12.0,12.0,M,9.0,GCl,True,small_dso
NGC4569,G,12:36:49.79,+13:09:46.6,Vir,9.12,3.82,9.54,90,,,,M,4569,M 90,,,90.0,,,,,,,,,,,,,,,,,,Vir,NGC4569,M90,12 36.8,+13 10,9.5,9.9,4.4,M,90.0,G,True,small_dso
NGC6341,GCl,17:17:07.27,+43:08:11.5,Her,14.4,,6.52,92,,,,M,6341,M 92,,,92.0,,,,,,,,,,,,,,,,,,Her,NGC6341,M92,17 17.1,+43 08,6.5,14.0,14.0,M,92.0,GCl,True,small_dso
NGC4736,G,12:50:53.06,+41:07:13.6,CVn,7.74,6.68,8.24,94,,,,M,4736,M 94,,,94.0,,,,,,,,,,,,,,,,,,Cvn,NGC4736,M94 CROC'S EYE GALAXY,12 50.9,+41 07,8.2,12.3,10.8,M,94.0,G,True,small_dso
NGC3351,G,10:43:57.70,+11:42:13.7,Leo,7.23,4.45,9.77,95,,,,M,3351,M 95,,,95.0,,,,,,,,,,,,,,,,,,Leo,NGC3351,M95,10 44.0,+11 42,9.7,7.3,4.4,M,95.0,G,True,small_dso
NGC3368,G,10:46:45.74,+11:49:11.8,Leo,8.26,5.51,9.21,96,,,,M,3368,M 96,,,96.0,,,,,,,,,,,,,,,,,,Leo,NGC3368,M96,10 46.8,+11 49,9.3,7.8,5.2,M,96.0,G,True,small_dso
NGC3587,PN,11:14:47.71,+55:01:08.5,UMa,3.58,,9.9,97,,,Owl Nebula,M,3587,M 97,,,97.0,,,,,,,,,,,,,,,,,,Uma,NGC3587,M97 OWL NEBULA,11 14.8,+55 01,11,3.4,3.27,M,97.0,PN,True,small_dso
NGC4254,G,12:18:49.60,+14:24:59.4,Com,5.04,4.74,9.84,99,,,"Coma Pinwheel,Virgo Cluster Pinwheel",M,4254,M 99,,,99.0,,,,,,,,,,,,,,,,,,Com,NGC4254,M99/St.Katherine's Wheel/COMA PINWHEEL,12 18.8,+14 25,9.9,5.3,4.6,M,99.0,G,True,small_dso
Mel101,OCl,10:42:12.0,-65:06:00,Car,8.4,,8.0,,,,,Mel,101,Mel 101,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
Mel105,OCl,11:19:42.0,-63:29:00,Car,5.4,,8.5,,,,,Mel,105,Mel 105,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
Mel071,OCl,07:37:33.6,-12:03:18,Pup,14.4,,7.1,,,,,Mel,071,Mel 71,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1023,G,02:40:24.01,+39:03:47.8,Per,7.4,3.06,9.47,,,,,NGC,1023,NGC 1023,,,1023.0,,,,,,,,,,,,,,,,,,Per,NGC1023,"UGC 2154, PERSEUS LENTICULAR""       ",02 40.4,+39 04,9.4,8.1,3.4,NGC,1023.0,G,True,small_dso
NGC0103,OCl,00:25:16.40,+61:19:24.5,Cas,2.7,,9.8,,,,,NGC,0103,NGC 103,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1097,G,02:46:19.05,-30:16:29.6,For,10.57,6.44,9.76,,,,,NGC,1097,NGC 1097,,,1097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1245,OCl,03:14:41.46,+47:14:19.3,Per,11.4,,8.4,,,,,NGC,1245,NGC 1245,,,1245.0,,,,,,,,,,,,,,,,,,Per,NGC1245,PATRICK STARFISH,03 14.7,+47 14,8.4,10.0,10.0,NGC,1245.0,OCl,True,small_dso
NGC1261,GCl,03:12:15.34,-55:13:00.5,Hor,5.1,,8.63,,,,,NGC,1261,NGC 1261,,,1261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1269,G,03:17:18.59,-41:06:29.0,Eri,11.17,9.93,8.7,,1291,,,NGC,1269,NGC 1269,,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1313,G,03:18:16.05,-66:29:53.7,Ret,11.07,9.14,9.49,,,,,NGC,1313,NGC 1313,,,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1316,G,03:22:41.72,-37:12:29.6,For,13.46,7.71,8.48,,,,Fornax A,NGC,1316,NGC 1316,,,1316.0,,,,,,,,,,,,,,,,,,For,NGC1316,FORNAX A elliptical,03 22.7,-37 12,8.2,13.5,9.3,NGC,1316.0,G,True,small_dso
NGC0133,OCl,00:31:16.96,+63:21:09.4,Cas,2.1,,9.4,,,,,NGC,0133,NGC 133,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0134,G,00:30:21.97,-33:14:38.5,Scl,8.38,1.79,10.31,,,,,NGC,0134,NGC 134,,,134.0,,,,,,,,,,,,,,,,,,Scl,NGC134,GIANT SQUID GALAXY,00 30.4,-33 15,10,8.5,1.9,NGC,134.0,G,True,small_dso
NGC1360,PN,03:33:14.65,-25:52:18.2,For,6.42,,9.4,,,,,NGC,1360,NGC 1360,,,1360.0,,,,,,,,,,,,,,,,,,For,NGC1360,COMET PLANETARY,03 33.2,-25 52,9.4,6.0,4.5,NGC,1360.0,PN,True,small_dso
NGC1380,G,03:36:27.59,-34:58:34.4,For,4.58,2.22,9.94,,,,,NGC,1380,NGC 1380,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1395,G,03:38:29.75,-23:01:39.1,Eri,4.71,3.97,9.65,,,,,NGC,1395,NGC 1395,,,1395.0,,,,,,,,,,,,,,,,,,Eri,NGC1395,ESO 482-19        ,03 38.5,-23 02,9.6,5.6,4.6,NGC,1395.0,G,True,small_dso
NGC1398,G,03:38:52.13,-26:20:16.2,For,6.95,4.91,9.55,,,,,NGC,1398,NGC 1398,,,1398.0,,,,,,,,,,,,,,,,,,For,NGC1398,,03 38.9,-26 20,9.5,7.6,5.3,NGC,1398.0,G,True,small_dso
NGC1399,G,03:38:29.03,-35:27:02.4,For,8.51,7.69,9.4,,,,,NGC,1399,NGC 1399,,,1399.0,,,,,,,,,,,,,,,,,,For,NGC1399,ESO 358-45        ,03 38.5,-35 27,9.6,6.6,6.1,NGC,1399.0,G,True,small_dso
NGC1404,G,03:38:51.92,-35:35:39.8,Eri,5.01,4.38,9.93,,,,,NGC,1404,NGC 1404,,,1404.0,,,,,,,,,,,,,,,,,,For,NGC1404,ESO 358-46        ,03 38.9,-35 36,10,3.9,3.3,NGC,1404.0,G,True,small_dso
NGC1407,G,03:40:11.86,-18:34:48.4,Eri,5.73,5.27,9.65,,,,,NGC,1407,NGC 1407,,,1407.0,,,,,,,,,,,,,,,,,,Eri,NGC1407,ESO 548-67        ,03 40.2,-18 35,9.7,4.9,4.5,NGC,1407.0,G,True,small_dso
NGC1433,G,03:42:01.55,-47:13:19.5,Hor,6.19,2.96,9.95,,,,,NGC,1433,NGC 1433,,,1433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1444,OCl,03:49:28.88,+52:39:19.2,Per,3.6,,6.6,,,,,NGC,1444,NGC 1444,,,1444.0,,,,,,,,,,,,,,,,,,Per,NGC1444,OCL  394          ,03 49.4,+52 39,6.6,4.0,4.0,NGC,1444.0,OCl,True,small_dso
NGC0146,OCl,00:33:03.94,+63:18:32.4,Cas,3.6,,9.1,,,,,NGC,0146,NGC 146,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0147,G,00:33:12.12,+48:30:31.5,Cas,9.4,5.41,9.72,,,,,NGC,0147,NGC 147,,,147.0,,,,,,,,,,,,,,,,,,Cas,NGC147,"UGC 326,D3      ",00 33.2,+48 30,9.5,13.5,8.2,NGC,147.0,G,True,small_dso
NGC1496,OCl,04:04:31.89,+52:39:41.0,Per,2.1,,9.6,,,,,NGC,1496,NGC 1496,,,1496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1513,OCl,04:09:54.70,+49:31:02.2,Per,5.1,,8.4,,,,,NGC,1513,NGC 1513,,,1513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1549,G,04:15:45.13,-55:35:32.1,Dor,5.09,4.35,9.75,,,,,NGC,1549,NGC 1549,,,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1553,G,04:16:10.47,-55:46:48.5,Dor,6.25,4.29,9.31,,,,,NGC,1553,NGC 1553,,,1553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1566,G,04:20:00.42,-54:56:16.1,Dor,7.23,5.0,9.73,,,,,NGC,1566,NGC 1566,,,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1747,OCl,04:55:10.98,-67:10:08.0,Dor,4.4,4.4,9.37,,,,,NGC,1747,NGC 1747,,,1747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1755,GCl,04:55:14.87,-68:12:14.6,Dor,2.2,1.9,9.85,,,,,NGC,1755,NGC 1755,,,1755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1761,*Ass,04:56:37.73,-66:28:43.9,Dor,4.2,3.0,9.94,,,,,NGC,1761,NGC 1761,,,1761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1778,OCl,05:08:05.70,+37:01:22.2,Aur,4.5,,7.7,,,,,NGC,1778,NGC 1778,,,1778.0,,,,,,,,,,,,,,,,,,Aur,NGC1778,OCL  429          ,05 08.1,+37 01,7.7,8.0,8.0,NGC,1778.0,OCl,True,small_dso
NGC1798,OCl,05:11:39.32,+47:41:43.8,Aur,5.4,,,,,,,NGC,1798,NGC 1798,,,1798.0,,,,,,,,,,,,,,,,,,Aur,NGC1798,OCL  410          ,05 11.7,+47 42,10,5.0,5.0,NGC,1798.0,OCl,True,small_dso
NGC1807,OCl,05:10:45.03,+16:30:45.9,Tau,5.4,,7.0,,,,,NGC,1807,NGC 1807,,,1807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC1848,OCl,05:07:27.16,-71:11:43.3,Men,2.2,2.0,9.73,,,,,NGC,1848,NGC 1848,,,1848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small_dso
NGC0185,G,00:38:57.97,+48:20:14.6,Cas,12.94,10.76,9.2,,,,,NGC,0185,NGC 185,,,185.0,,,,,,,,,,,,,,,,,,Cas,NGC185,UGC 396         ,00 39.0,+48 20,9.2,12.5,10.4,NGC,185.0,G,True,small_dso
